row_index,row_uid,curve_id,dataset_id,split,kind,topology,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,model_current_a_per_cm,w_um,l_um,temperature_k,route,source_current_a,current_a_per_cm,finite_current
80,train_t02_dual_secondary_m0p3:014,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.2,0.01,0.2,4.111591504808959e-07,5.184804084579732e-07,60.0,10.0,300.0,ngspice,-3.1108824507478249e-09,5.1848040845797078e-07,True
81,train_t02_dual_secondary_m0p3:015,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.25,0.01,0.25,9.913384154986575e-07,1.1347247413721515e-06,60.0,10.0,300.0,ngspice,-6.8083484482329014e-09,1.1347247413721503e-06,True
82,train_t02_dual_secondary_m0p3:016,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.3,0.01,0.3,2.0345721951130514e-06,2.168992862723347e-06,60.0,10.0,300.0,ngspice,-1.301395717634005e-08,2.1689928627233416e-06,True
83,train_t02_dual_secondary_m0p3:017,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.35,0.01,0.35,3.5195696351103623e-06,3.600650786534292e-06,60.0,10.0,300.0,ngspice,-2.1603904719205712e-08,3.6006507865342852e-06,True
84,train_t02_dual_secondary_m0p3:018,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.4,0.01,0.4,5.3015795563180085e-06,5.27463099742384e-06,60.0,10.0,300.0,ngspice,-3.1647785984542957e-08,5.2746309974238256e-06,True
85,train_t02_dual_secondary_m0p3:019,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.45,0.01,0.45,7.235406713421363e-06,7.010101155087633e-06,60.0,10.0,300.0,ngspice,-4.2060606930525642e-08,7.010101155087607e-06,True
86,train_t02_dual_secondary_m0p3:020,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.5,0.01,0.5,9.222050396344935e-06,8.690368442321245e-06,60.0,10.0,300.0,ngspice,-5.2142210653927493e-08,8.6903684423212486e-06,True
87,train_t02_dual_secondary_m0p3:021,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.55,0.01,0.55,1.1202627874488718e-05,1.0271257533827917e-05,60.0,10.0,300.0,ngspice,-6.1627545202967218e-08,1.027125753382787e-05,True
88,train_t02_dual_secondary_m0p3:022,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.6,0.01,0.6,1.314394075337021e-05,1.1751126522321948e-05,60.0,10.0,300.0,ngspice,-7.0506759133931959e-08,1.1751126522321992e-05,True
89,train_t02_dual_secondary_m0p3:023,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.65,0.01,0.65,1.5027986809913586e-05,1.3144364293803441e-05,60.0,10.0,300.0,ngspice,-7.8866185762820491e-08,1.3144364293803414e-05,True
90,train_t02_dual_secondary_m0p3:024,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.7,0.01,0.7,1.6845634089939916e-05,1.4467775633109732e-05,60.0,10.0,300.0,ngspice,-8.6806653798658065e-08,1.4467775633109678e-05,True
91,train_t02_dual_secondary_m0p3:025,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.75,0.01,0.75,1.8592954897320427e-05,1.5735684095559203e-05,60.0,10.0,300.0,ngspice,-9.4414104573355021e-08,1.5735684095559169e-05,True
92,train_t02_dual_secondary_m0p3:026,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.8,0.01,0.8,2.026909420036998e-05,1.6959020240565102e-05,60.0,10.0,300.0,ngspice,-1.017541214433904e-07,1.6959020240565064e-05,True
93,train_t02_dual_secondary_m0p3:027,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.85,0.01,0.85,2.187500958898435e-05,1.8145782437269865e-05,60.0,10.0,300.0,ngspice,-1.088746946236186e-07,1.8145782437269767e-05,True
94,train_t02_dual_secondary_m0p3:028,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.9,0.01,0.9,2.3412712311099538e-05,1.9301774358577823e-05,60.0,10.0,300.0,ngspice,-1.158106461514664e-07,1.9301774358577731e-05,True
95,train_t02_dual_secondary_m0p3:029,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.95,0.01,0.95,2.488480248175771e-05,2.043125334733718e-05,60.0,10.0,300.0,ngspice,-1.2258752008402219e-07,2.0431253347337031e-05,True
96,train_t02_dual_secondary_m0p3:030,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,1.0,0.01,1.0,2.629418093149221e-05,2.1537412695858997e-05,60.0,10.0,300.0,ngspice,-1.2922447617515371e-07,2.153741269585895e-05,True
97,train_t02_dual_secondary_p0p3:000,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.5,0.01,-0.5,1.4229966375791528e-07,8.0352608346769e-08,60.0,10.0,300.0,ngspice,-4.8211565008061314e-10,8.0352608346768856e-08,True
98,train_t02_dual_secondary_p0p3:001,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.45,0.01,-0.45,3.0559392546835297e-07,2.1219495476328867e-07,60.0,10.0,300.0,ngspice,-1.2731697285797331e-09,2.1219495476328883e-07,True
99,train_t02_dual_secondary_p0p3:002,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.4,0.01,-0.4,6.2485569570081e-07,5.184804084579726e-07,60.0,10.0,300.0,ngspice,-3.1108824507478261e-09,5.1848040845797099e-07,True
100,train_t02_dual_secondary_p0p3:003,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.35,0.01,-0.35,1.1830902511532292e-06,1.1347247413721515e-06,60.0,10.0,300.0,ngspice,-6.8083484482329088e-09,1.1347247413721515e-06,True
101,train_t02_dual_secondary_p0p3:004,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.3,0.01,-0.3,2.0345721951130594e-06,2.168992862723347e-06,60.0,10.0,300.0,ngspice,-1.301395717634005e-08,2.1689928627233416e-06,True
102,train_t02_dual_secondary_p0p3:005,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.25,0.01,-0.25,3.1756399956165973e-06,3.600650786534292e-06,60.0,10.0,300.0,ngspice,-2.1603904719205721e-08,3.6006507865342869e-06,True
103,train_t02_dual_secondary_p0p3:006,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.2,0.01,-0.2,4.560646784327157e-06,5.274630997423837e-06,60.0,10.0,300.0,ngspice,-3.1647785984542983e-08,5.2746309974238307e-06,True
104,train_t02_dual_secondary_p0p3:007,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.15,0.01,-0.15,6.134126807426038e-06,7.010101155087633e-06,60.0,10.0,300.0,ngspice,-4.2060606930525708e-08,7.010101155087618e-06,True
105,train_t02_dual_secondary_p0p3:008,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.1,0.01,-0.1,7.847820248578201e-06,8.690368442321245e-06,60.0,10.0,300.0,ngspice,-5.2142210653927493e-08,8.6903684423212486e-06,True
106,train_t02_dual_secondary_p0p3:009,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,-0.05,0.01,-0.05,9.663261678951728e-06,1.027125753382789e-05,60.0,10.0,300.0,ngspice,-6.162754520296739e-08,1.0271257533827899e-05,True
107,train_t02_dual_secondary_p0p3:010,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.0,0.01,0.0,1.154944554137311e-05,1.1751126522321948e-05,60.0,10.0,300.0,ngspice,-7.0506759133931959e-08,1.1751126522321992e-05,True
108,train_t02_dual_secondary_p0p3:011,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.05,0.01,0.05,1.348048997901662e-05,1.3144364293803441e-05,60.0,10.0,300.0,ngspice,-7.8866185762820491e-08,1.3144364293803414e-05,True
109,train_t02_dual_secondary_p0p3:012,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.1,0.01,0.1,1.5434405598724188e-05,1.4467775633109705e-05,60.0,10.0,300.0,ngspice,-8.6806653798658065e-08,1.4467775633109678e-05,True
110,train_t02_dual_secondary_p0p3:013,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.15,0.01,0.15,1.739266828816028e-05,1.5735684095559203e-05,60.0,10.0,300.0,ngspice,-9.4414104573355021e-08,1.5735684095559169e-05,True
111,train_t02_dual_secondary_p0p3:014,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.2,0.01,0.2,1.9340082626511117e-05,1.6959020240565102e-05,60.0,10.0,300.0,ngspice,-1.017541214433904e-07,1.6959020240565064e-05,True
112,train_t02_dual_secondary_p0p3:015,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.25,0.01,0.25,2.1264613003026373e-05,1.8145782437269865e-05,60.0,10.0,300.0,ngspice,-1.08874694623619e-07,1.8145782437269831e-05,True
113,train_t02_dual_secondary_p0p3:016,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.3,0.01,0.3,2.3157084286939043e-05,1.930177435857777e-05,60.0,10.0,300.0,ngspice,-1.158106461514667e-07,1.9301774358577782e-05,True
114,train_t02_dual_secondary_p0p3:017,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.35,0.01,0.35,2.5010782783903523e-05,2.043125334733718e-05,60.0,10.0,300.0,ngspice,-1.2258752008402219e-07,2.0431253347337031e-05,True
115,train_t02_dual_secondary_p0p3:018,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.4,0.01,0.4,2.682102394682172e-05,2.1537412695858997e-05,60.0,10.0,300.0,ngspice,-1.2922447617515371e-07,2.153741269585895e-05,True
116,train_t02_dual_secondary_p0p3:019,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.45,0.01,0.45,2.858474099628184e-05,2.262271544284381e-05,60.0,10.0,300.0,ngspice,-1.3573629265706259e-07,2.2622715442843764e-05,True
117,train_t02_dual_secondary_p0p3:020,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.5,0.01,0.5,3.0300124360703455e-05,2.3689117800742468e-05,60.0,10.0,300.0,ngspice,-1.4213470680445449e-07,2.3689117800742417e-05,True
118,train_t02_dual_secondary_p0p3:021,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.55,0.01,0.55,3.1966322038530166e-05,2.4738216837247752e-05,60.0,10.0,300.0,ngspice,-1.484293010234862e-07,2.4738216837247701e-05,True
119,train_t02_dual_secondary_p0p3:022,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.6,0.01,0.6,3.358319910807379e-05,2.5771348199954026e-05,60.0,10.0,300.0,ngspice,-1.546280891997219e-07,2.577134819995365e-05,True
120,train_t02_dual_secondary_p0p3:023,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.65,0.01,0.65,3.5151149082994054e-05,2.678965151898467e-05,60.0,10.0,300.0,ngspice,-1.607379091139077e-07,2.6789651518984617e-05,True
121,train_t02_dual_secondary_p0p3:024,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.7,0.01,0.7,3.667094817010031e-05,2.7794115026178793e-05,60.0,10.0,300.0,ngspice,-1.667646901570724e-07,2.7794115026178732e-05,True
122,train_t02_dual_secondary_p0p3:025,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.75,0.01,0.75,3.814364382454628e-05,2.8785606764351663e-05,60.0,10.0,300.0,ngspice,-1.7271364058610959e-07,2.8785606764351599e-05,True
123,train_t02_dual_secondary_p0p3:026,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.8,0.01,0.8,3.9570470149065345e-05,2.9764897045989463e-05,60.0,10.0,300.0,ngspice,-1.7858938227593641e-07,2.9764897045989402e-05,True
124,train_t02_dual_secondary_p0p3:027,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.85,0.01,0.85,4.095278403267024e-05,3.073267509877581e-05,60.0,10.0,300.0,ngspice,-1.843960505926544e-07,3.0732675098775734e-05,True
125,train_t02_dual_secondary_p0p3:028,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.9,0.01,0.9,4.229201718787884e-05,3.168956175886283e-05,60.0,10.0,300.0,ngspice,-1.9013737055317789e-07,3.1689561758862979e-05,True
126,train_t02_dual_secondary_p0p3:029,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,0.95,0.01,0.95,4.3589640320554485e-05,3.263611940412488e-05,60.0,10.0,300.0,ngspice,-1.9581671642474889e-07,3.2636119404124816e-05,True
127,train_t02_dual_secondary_p0p3:030,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.3,1.0,0.01,1.0,4.484713653569497e-05,3.357285990423456e-05,60.0,10.0,300.0,ngspice,-2.0143715942540689e-07,3.3572859904234484e-05,True
128,train_t03_dual_length_8:000,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.5,0.01,-0.5,2.6585859342388995e-10,1.1973812622180487e-10,60.0,8.0,300.0,ngspice,-7.1842875733071459e-13,1.1973812622178577e-10,True
129,train_t03_dual_length_8:001,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.45,0.01,-0.45,6.262468147103593e-10,3.536601821476881e-10,60.0,8.0,300.0,ngspice,-2.1219610928858321e-12,3.5366018214763867e-10,True
130,train_t03_dual_length_8:002,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.4,0.01,-0.4,1.486577032568291e-09,1.042317112186103e-09,60.0,8.0,300.0,ngspice,-6.253902673116333e-12,1.0423171121860555e-09,True
131,train_t03_dual_length_8:003,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.35,0.01,-0.35,3.5583118650640724e-09,3.0596288128934984e-09,60.0,8.0,300.0,ngspice,-1.83577728773612e-11,3.0596288128935332e-09,True
132,train_t03_dual_length_8:004,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.3,0.01,-0.3,8.591574692723097e-09,8.914952171537063e-09,60.0,8.0,300.0,ngspice,-5.3489713029221457e-11,8.9149521715369091e-09,True
133,train_t03_dual_length_8:005,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.25,0.01,-0.25,2.09188909677435e-08,2.5627107564726156e-08,60.0,8.0,300.0,ngspice,-1.537626453883563e-10,2.562710756472605e-08,True
134,train_t03_dual_length_8:006,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.2,0.01,-0.2,5.126087915777233e-08,7.191084265939958e-08,60.0,8.0,300.0,ngspice,-4.3146505595639662e-10,7.1910842659399437e-08,True
135,train_t03_dual_length_8:007,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.15,0.01,-0.15,1.2567731924559904e-07,1.9356360729659597e-07,60.0,8.0,300.0,ngspice,-1.161381643779568e-09,1.9356360729659465e-07,True
136,train_t03_dual_length_8:008,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.1,0.01,-0.1,3.038683720249789e-07,4.870366227895348e-07,60.0,8.0,300.0,ngspice,-2.9222197367372059e-09,4.8703662278953426e-07,True
137,train_t03_dual_length_8:009,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,-0.05,0.01,-0.05,7.035494893381069e-07,1.109386959884002e-06,60.0,8.0,300.0,ngspice,-6.6563217593040111e-09,1.1093869598840018e-06,True
138,train_t03_dual_length_8:010,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.0,0.01,0.0,1.4926054763464166e-06,2.221875643651065e-06,60.0,8.0,300.0,ngspice,-1.3331253861906369e-08,2.2218756436510614e-06,True
139,train_t03_dual_length_8:011,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.05,0.01,0.05,2.793728440653777e-06,3.861879155872439e-06,60.0,8.0,300.0,ngspice,-2.3171274935234591e-08,3.8618791558724322e-06,True
140,train_t03_dual_length_8:012,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.1,0.01,0.1,4.582958534274134e-06,5.880622723303738e-06,60.0,8.0,300.0,ngspice,-3.5283736339822361e-08,5.880622723303727e-06,True
141,train_t03_dual_length_8:013,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.15,0.01,0.15,6.725635641805401e-06,8.045666793606017e-06,60.0,8.0,300.0,ngspice,-4.8274000761635998e-08,8.0456667936059987e-06,True
142,train_t03_dual_length_8:014,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.2,0.01,0.2,9.074337275173307e-06,1.0178840316811797e-05,60.0,8.0,300.0,ngspice,-6.1073041900870663e-08,1.0178840316811777e-05,True
143,train_t03_dual_length_8:015,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.25,0.01,0.25,1.1516400009337863e-05,1.2198162656673862e-05,60.0,8.0,300.0,ngspice,-7.3188975940043024e-08,1.2198162656673836e-05,True
144,train_t03_dual_length_8:016,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.3,0.01,0.3,1.397697679245673e-05,1.4088383509860883e-05,60.0,8.0,300.0,ngspice,-8.4530301059165036e-08,1.4088383509860839e-05,True
145,train_t03_dual_length_8:017,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.35,0.01,0.35,1.64092580218194e-05,1.5863470165871646e-05,60.0,8.0,300.0,ngspice,-9.5180820995229904e-08,1.5863470165871649e-05,True
146,train_t03_dual_length_8:018,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.4,0.01,0.4,1.8785022642705392e-05,1.7544496369378167e-05,60.0,8.0,300.0,ngspice,-1.052669782162688e-07,1.7544496369378133e-05,True
147,train_t03_dual_length_8:019,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.45,0.01,0.45,2.1087959340481878e-05,1.9150675185470557e-05,60.0,8.0,300.0,ngspice,-1.1490405111282251e-07,1.9150675185470418e-05,True
148,train_t03_dual_length_8:020,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.5,0.01,0.5,2.330932674876676e-05,2.069705595012353e-05,60.0,8.0,300.0,ngspice,-1.2418233570074151e-07,2.0697055950123585e-05,True
149,train_t03_dual_length_8:021,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.55,0.01,0.55,2.544519214792324e-05,2.219475226766751e-05,60.0,8.0,300.0,ngspice,-1.331685136060048e-07,2.2194752267667465e-05,True
150,train_t03_dual_length_8:022,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.6,0.01,0.6,2.7494673005043857e-05,2.3651829423361316e-05,60.0,8.0,300.0,ngspice,-1.419109765401676e-07,2.3651829423361265e-05,True
151,train_t03_dual_length_8:023,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.65,0.01,0.65,2.9458807912957504e-05,2.507417310332e-05,60.0,8.0,300.0,ngspice,-1.504450386199193e-07,2.5074173103319884e-05,True
152,train_t03_dual_length_8:024,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.7,0.01,0.7,3.133982461461684e-05,2.646616165150177e-05,60.0,8.0,300.0,ngspice,-1.587969699090103e-07,2.6466161651501718e-05,True
153,train_t03_dual_length_8:025,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.75,0.01,0.75,3.314066144324037e-05,2.7831139881956602e-05,60.0,8.0,300.0,ngspice,-1.669868392917401e-07,2.7831139881956683e-05,True
154,train_t03_dual_length_8:026,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.8,0.01,0.8,3.486465263346441e-05,2.9171738849738866e-05,60.0,8.0,300.0,ngspice,-1.7503043309843289e-07,2.9171738849738816e-05,True
155,train_t03_dual_length_8:027,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.85,0.01,0.85,3.651532096333443e-05,3.049008772424484e-05,60.0,8.0,300.0,ngspice,-1.8294052634546871e-07,3.0490087724244784e-05,True
156,train_t03_dual_length_8:028,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.9,0.01,0.9,3.809624150379237e-05,3.1787953762134184e-05,60.0,8.0,300.0,ngspice,-1.9072772257280469e-07,3.1787953762134116e-05,True
157,train_t03_dual_length_8:029,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,0.95,0.01,0.95,3.9610952931529105e-05,3.306683554280524e-05,60.0,8.0,300.0,ngspice,-1.98401013256831e-07,3.306683554280517e-05,True
158,train_t03_dual_length_8:030,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,0.0,1.0,0.01,1.0,4.1062900893966666e-05,3.4328026125087066e-05,60.0,8.0,300.0,ngspice,-2.0596815675052201e-07,3.4328026125086998e-05,True
159,train_t03_dual_idvd_vtg_0p3:000,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,zero_vds_invariant,False,0.0,0.3,0.0,0.0,2.1725029758008892e-20,0.0,60.0,10.0,300.0,ngspice,0,0,True
160,train_t03_dual_idvd_vtg_0p3:001,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,0.3,0.001,0.001,1.1909575113352843e-06,1.2035740637563145e-06,60.0,10.0,300.0,ngspice,-7.2214443825379534e-09,1.2035740637563255e-06,True
161,train_t03_dual_idvd_vtg_0p3:002,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,0.3,0.005,0.005,5.874713619601288e-06,5.9549035779372285e-06,60.0,10.0,300.0,ngspice,-3.5729421467623538e-08,5.9549035779372565e-06,True
162,train_t03_dual_idvd_vtg_0p3:003,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,repeated_low_vds_audit,False,0.0,0.3,0.01,0.01,1.1549445541373129e-05,1.1751126522321948e-05,60.0,10.0,300.0,ngspice,-7.0506759133931959e-08,1.1751126522321992e-05,True
163,train_t03_dual_idvd_vtg_0p3:004,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,0.3,0.05,0.05,4.982936418406321e-05,5.2130052374358537e-05,60.0,10.0,300.0,ngspice,-3.127803142461509e-07,5.2130052374358482e-05,True
164,train_t03_dual_idvd_vtg_0p3:005,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,0.3,0.1,0.1,8.07539005392809e-05,8.627730630372892e-05,60.0,10.0,300.0,ngspice,-5.1766383782237279e-07,8.6277306303728801e-05,True
165,train_t03_dual_idvd_vtg_0p3:006,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,0.3,0.2,0.2,0.00010113591855379847,0.00010634206084389251,60.0,10.0,300.0,ngspice,-6.3805236506335423e-07,0.00010634206084389236,True
166,train_t03_dual_idvd_vtg_1p0:000,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,zero_vds_invariant,False,0.0,1.0,0.0,0.0,1.4818786161078318e-20,0.0,60.0,10.0,300.0,ngspice,0,0,True
167,train_t03_dual_idvd_vtg_1p0:001,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,1.0,0.001,0.001,3.6207784098266517e-06,2.7992766578686043e-06,60.0,10.0,300.0,ngspice,-1.6795659947211591e-08,2.7992766578685984e-06,True
